epoch,acc,loss,val_acc,val_loss
0,0.7188177255617657,0.4752096177656783,0.9754769169198881,0.14798368237414022
1,0.7296538154442797,0.46517378131924764,0.9168781544801266,0.1630167159349837
2,0.7298748146458309,0.4626983959685441,0.8784111323238062,0.1696252094523245
3,0.7319850005703206,0.4610333693561878,0.930850608784498,0.1622816045125644
4,0.7310368427056005,0.4595512298911086,0.8794661951998505,0.165688412496362
5,0.7336817041177142,0.45772731876623485,0.9028486697500231,0.17837306516692597
6,0.7389429109159348,0.4557257858339242,0.8693432946323978,0.19442339688021115
7,0.744232633740162,0.45117553607270156,0.9989164219110895,0.13171908026902396
8,0.7625826964754192,0.43191008387915125,0.916650032777198,0.15502725218065336
9,0.7863294171324284,0.40420465408443546,0.9989734523368217,0.12050551728730077
10,0.7930663282764914,0.3968607157951507,0.9988593914853574,0.1119151051426067
11,0.7943566784532907,0.39582505511818744,0.9895064016652885,0.15867093288713038
12,0.7991901448614122,0.39145666765040815,0.9984601785052325,0.14781937157420424
13,0.8006016881487396,0.3903148743681235,0.9990019675496877,0.12452338598593153
14,0.8028615832097639,0.38894822932478096,0.9949242921098406,0.14428100374965544
15,0.8054280255503593,0.38709888719187996,0.996863326584733,0.1389574753793758
16,0.8060268620964982,0.38633641774316896,0.9994296957426787,0.09849175839176631
17,0.8070890840652447,0.38582607325805124,0.992842681570618,0.1293110592115112
18,0.8075239534618456,0.38544856773837477,0.9306795175073016,0.16574973124993625
19,0.8092848180677541,0.3846406369833687,0.9975762069063846,0.12411276921245362
20,0.8107819094331014,0.383385719468211,0.9907895862442613,0.12411093516288299
21,0.811245294855709,0.38220133279141427,0.9965781744560723,0.11652573901305754
22,0.8119795825253793,0.3818025950036898,0.9943539878525193,0.11292539899804682
23,0.8127209992015513,0.3818875639403548,0.9926715902934216,0.14889441912926282
24,0.8137333181247861,0.38142689783094247,0.996007870198751,0.13123213672234105
