epoch,acc,loss,val_acc,val_loss
0,0.7203647199726246,0.47717806825728104,0.8824888077636533,0.17898313524007914
1,0.7292831071061937,0.46362469094542286,0.9208987994942416,0.15986359149286442
2,0.7299461047108475,0.46148997974923334,0.8855114203274561,0.16994975479385288
3,0.7308586175430593,0.459946324699306,0.8899883087474282,0.17079654565639385
4,0.7316570662712445,0.4589102690625357,0.9066982234869417,0.1693627861469679
5,0.7323129348693966,0.4568717981351609,0.9204710713012506,0.1547368823516994
6,0.738094559142238,0.4528998778968305,0.9050158259278439,0.16085174849443887
7,0.7547621763431048,0.4402516008619981,0.9938692292337963,0.14459196016230252
8,0.7823086574654956,0.4122451669278922,0.9949242921098406,0.13195056423505366
9,0.7956969316756017,0.39669774903924215,0.9956942028572243,0.13540922247423423
10,0.8021130375270902,0.3902856749929152,0.9970914482876615,0.13021917905881666
11,0.8077948557089084,0.3855871542688241,0.996863326584733,0.11591978655429232
12,0.8086218204631003,0.3832811982959111,0.9968348113718669,0.12342555777813582
13,0.8128992243640926,0.38096848643021886,0.9988023610596253,0.10431930259914977
14,0.8146743469830044,0.3789816239690025,0.9992871196783484,0.10399359832022384
15,0.8140184783848523,0.37909091024438507,0.9911317687986541,0.13671359850532494
16,0.8147456370480209,0.37817251968168947,0.9603353388880081,0.1549990611843623
17,0.8159290521272955,0.37665514900024333,0.9952949898770994,0.12313945845970697
18,0.8187735257214555,0.37534504551986503,0.996435598391742,0.12222749518698542
19,0.8190943310140298,0.37519744043001035,0.9440816675543516,0.17121535838147445
20,0.8193224592220828,0.3739953337060259,0.9960934158373492,0.12452564749474426
21,0.8198500057032052,0.3728201356134842,0.9981465111637058,0.12117588039243384
22,0.820883711645945,0.37243665192368447,0.992871196783484,0.13237758233814803
23,0.8217605794456485,0.371488092572357,0.9938692292337963,0.1261460574066494
24,0.823150735713471,0.3703973464123047,0.9943254726396532,0.13618706277985612
