epoch,acc,loss,val_acc,val_loss
0,0.7809113721911715,0.4253024371691219,0.9623028885757666,0.20214031181594067
1,0.8375441998403103,0.3585387193209581,0.9905329493131699,0.1555342434113358
2,0.8442882399908749,0.34063509177173085,0.9935555618922696,0.269385309310495
3,0.8458352344017338,0.3101263204726523,0.9912743448476876,0.09780069250859792
4,0.8476816470856622,0.305796672243022,0.9898485842196812,0.09818105217396675
5,0.8482091935667845,0.3027819452157814,0.9912173144372523,0.07257685313852316
6,0.8487723850804152,0.3094243100183889,0.9909321622932948,0.14297534273635393
7,0.8489506102429566,0.3088795328165414,0.9921012860361003,0.09634734738767173
8,0.8496991559256302,0.2995309385634535,0.9931848641250107,0.07935079826697107
9,0.8512746663624957,0.29505407287387275,0.9944395334911175,0.07178543470352705
10,0.8514814075510437,0.29422482850037074,0.9947532008326442,0.07015473684800858
11,0.8521515341621991,0.29185450671777574,0.993726653169466,0.0824655419201591
12,0.8528501767993613,0.29305272069568983,0.9918731643331717,0.07297807416967791
13,0.8542332040606821,0.29043671122139286,0.9927286207191537,0.08896585658470738
14,0.8544969773012433,0.28908786049818685,0.991987225184636,0.07864955124668098
15,0.8571347097068552,0.2865442671208938,0.9880521258091192,0.08385070677772417
16,0.8590666704688035,0.284032013586395,0.9946391399811799,0.07017696983561474
17,0.859465894832896,0.2841415105627012,0.9929567424220822,0.0724872770732004
18,0.8607348579901904,0.28303745289382987,0.9940973509367247,0.07010601640128764
19,0.8615760807573857,0.28190333660072864,0.9947817160455102,0.06586489960896873
20,0.8622176913425345,0.2817869684732775,0.9925860446548234,0.07583237423374899
21,0.8611625983802897,0.28177251379452095,0.9936981379565999,0.07045089902439709
22,0.8633725903958024,0.27986306867693855,0.9952664746642333,0.06064221358674621
23,0.8635222995323372,0.2784404284105655,0.9917020730559754,0.07273590400457661
24,0.8631302041747462,0.2795255073863859,0.9942969574267871,0.06802057964897405
