epoch,acc,loss,val_acc,val_loss
0,0.7151391582069123,0.48045061850773507,0.9871396389821083,0.17984269290585464
1,0.7782522527660545,0.42552550503325676,0.9357552253974609,0.170932712995971
2,0.7884253450439147,0.4126440983763222,0.9782143773550304,0.14126611219964386
3,0.7914409147941143,0.41297765964927075,0.9291396960125341,0.14759775787662469
4,0.7936437778031253,0.41255056234277393,0.9690039635992916,0.14681689853345314
5,0.796288639215239,0.4089893667078132,0.8884484872526607,0.21704531356706336
6,0.790642466065929,0.4109502759030924,0.9453648521333246,0.17050415933201857
7,0.7969373788068894,0.4032707054516847,0.9787276511866194,0.14133648300837837
8,0.7986269533477814,0.40101720701877186,0.9791268641667443,0.1313132721859676
9,0.7997462073685411,0.39989280287489537,0.949984316617627,0.13899422091777128
10,0.8019419413710506,0.39652594722390133,0.943026604693604,0.15770062317105532
11,0.8001383027261321,0.3976012783341116,0.9619892212342399,0.1427715658795664
