epoch,acc,loss,val_acc,val_loss
0,0.7417650488267017,0.5203234587753908,0.7770629801361895,0.41103891395737135
1,0.7553685080007198,0.4930369523560428,0.8051454023876881,0.4053906039723396
2,0.759437399798844,0.48453955643987745,0.7876366622755636,0.41333276927763507
3,0.7577248214574943,0.4748962444046441,0.8131754695140304,0.3596381374623133
4,0.7591944808764899,0.45796753321555533,0.7460377207844121,0.3752360232648394
5,0.7595467132984106,0.4571665815655393,0.7957979023734301,0.3638441716808275
6,0.7607855997725895,0.45490603089355747,0.7893019886966517,0.36907978488595405
7,0.7609192051635228,0.4527924738573517,0.7510907317744259,0.3527926432164048
8,0.7803648642112231,0.3918600989845817,0.7481079724654223,0.3420841116824777
9,0.7844944857348681,0.3824753147160666,0.7838497556193909,0.3079590740088657
10,0.7907010639790503,0.3569966363647974,0.7403003290734033,0.31514202251448614
11,0.7949885828110577,0.3436832853186115,0.7381217171115689,0.31218615718383785
12,0.7965675557440991,0.3451630105136209,0.7497675957138353,0.31253765269204364
13,0.7984015935567611,0.33845059020476514,0.7440473135208514,0.30713290745986976
14,0.796822620603449,0.35010995980208637,0.8077517523001443,0.29343810145499455
15,0.7994339989369484,0.3439549738302793,0.7493512641085633,0.31483563625977945
16,0.7865471505698302,0.37538962994066394,0.7513701872354989,0.3121777129455952
17,0.7906281883020544,0.3630367668937132,0.7872146274976167,0.3103544386907856
18,0.7929480639333623,0.35609885535202873,0.7310954083760193,0.32931000560334434
19,0.7959359665685658,0.355330068588558,0.7442127055284252,0.31362754213512084
20,0.7818223776845353,0.3869559164008553,0.7855664105945535,0.30159202947961156
21,0.7885633775503672,0.37260632833957047,0.814629778545805,0.370467579953596
22,0.7885147937531548,0.3700986009659262,0.7785001796502792,0.3045959510511476
23,0.7920735558499541,0.36316405186695766,0.7792016698892992,0.3202082344577104
24,0.7995554583793026,0.34554034544486484,0.7931117080435244,0.30244537109203584
25,0.7787494534266526,0.39527478887534073,0.80766620470968,0.34385995265789493
26,0.7809843074323854,0.38809684070838657,0.7684625957423512,0.3305730485043642
27,0.7837900208968183,0.39004571072788735,0.754130522810179,0.3245921665827828
28,0.7896079288675505,0.3698999024176513,0.7845797617217856,0.3052518094567056
29,0.7916727396308209,0.3647397731527703,0.752476602734441,0.31233663351244023
30,0.7980007773347321,0.34574984761227995,0.7628164547941417,0.33070216246554823
31,0.7980007773405238,0.34549645622941977,0.7421652665381149,0.3091109471963081
32,0.7975149395189821,0.35191441817776614,0.7776675164397352,0.3394641081846595
33,0.7963975125132199,0.35276948823900106,0.7508055731406779,0.3104462717100147
34,0.7947821017344411,0.3569775201651374,0.7818707547011801,0.3401704889630317
35,0.8011344313326147,0.34292227677015985,0.753714191204907,0.30745412340094685
36,0.8028348637311769,0.33555137941636687,0.7911041912619388,0.29963115547432684
