epoch,acc,loss,val_acc,val_loss
0,0.7774110300056581,0.42406914000488327,0.9587384870167981,0.1989318316089012
1,0.7994681761081779,0.400043025036637,0.953833870403835,0.19238404376490353
2,0.8019704573902584,0.396316395204179,0.9584248196752714,0.13547292329266236
3,0.8119011634538611,0.38795157408339004,0.9801534118452194,0.12301739500673807
4,0.8263445306194132,0.36620936918465347,0.9921583164958252,0.11666002315268714
5,0.8305363864559832,0.36012112115989653,0.9829193875272204,0.14049327611645326
6,0.8358617542991211,0.35518877853604264,0.9918446491542985,0.12432701228768456
7,0.8383355195687926,0.35149954371065073,0.9810944138697996,0.13510472450418426
8,0.8375727158595181,0.35238277951572644,0.9895634321250133,0.1248697977857358
9,0.839604482726087,0.3502540135140211,0.9949813225695655,0.14958624905078602
10,0.839012775179651,0.349756865065196,0.9927856511788786,0.12865010167245614
11,0.8400464811223908,0.34925866227975605,0.9934129858619319,0.12463426813043457
12,0.8412156381818633,0.34741376084926207,0.9655251076789213,0.1369466594388213
13,0.8420639899555601,0.3471216563693308,0.9961219310842081,0.1305952199455024
14,0.8421780540595866,0.3467707863837919,0.9957512333169493,0.11676369346830162
15,0.8421566670468803,0.34612309678435477,0.9925290142290912,0.11925629439482674
16,0.8424560853199499,0.3452945984666291,0.9928141663577519,0.1281441802190767
17,0.8421495380471774,0.3462857762964582,0.9948102312923691,0.12594139063007162
18,0.8423277632097188,0.34628998614559564,0.9965496592432063,0.1185103691896587
19,0.8427056005475076,0.3451215835298578,0.9942114118221818,0.12616372516988983
20,0.8435967263670132,0.34517346561342577,0.9937551684163247,0.13569407681868276
21,0.843482662256188,0.34503275670686523,0.981408081245319,0.14631172235441248
22,0.8436608874187294,0.34432157955692366,0.9960078702327438,0.11068402648532139
23,0.8445092391924262,0.34278452371917323,0.9943254726396532,0.11739418262889814
24,0.8437820805360562,0.3435140393255401,0.9954375659754225,0.1362683209223731
