epoch,acc,loss,val_acc,val_loss
0,0.7481749743355766,0.4557916640562275,0.9842596024826359,0.15929675619667774
1,0.7773183529143378,0.4216769139538527,0.9896774929271881,0.14359949057839813
2,0.7826579787840766,0.41398418644508805,0.9906184949517681,0.13645485178498287
3,0.7869139956655641,0.41011458084971353,0.9454218825590567,0.17833203766647426
4,0.7887247633169842,0.40745578956968415,0.974051156276585,0.15511666687310122
5,0.790849207254477,0.40603050877488545,0.9786991359737534,0.1415031103911713
6,0.7923106535873161,0.40301683107613023,0.9836607830124485,0.14722191815667734
7,0.7957824797536215,0.4008121532358818,0.9613904017640525,0.14970491496974242
8,0.7973936352229953,0.39862800657484027,0.9605064301652045,0.14671818500291686
9,0.799461047108475,0.39711978099114187,0.9658102597582925,0.16042822800265866
10,0.801685297136991,0.39559886672619987,0.9742507627666475,0.1288287670948643
11,0.8042517394775864,0.39304697961617974,0.9588810630318388,0.15275410557676006
12,0.8077093076308886,0.39157861975643427,0.9786991359737534,0.13701663566082176
13,0.8105323942055435,0.38843033477465133,0.9800963814194873,0.13936068732293053
14,0.8152090224706285,0.3841633419361247,0.9810373834440674,0.12453041352677302
15,0.8186951066499373,0.37834673955079645,0.9917020730406786,0.1255968752136783
16,0.8233218318695107,0.3733621067143879,0.9905044341156006,0.1320004181816293
17,0.8283477814531767,0.3682706700932195,0.9962645070992489,0.10731594630120916
18,0.8339725675829817,0.3616382511723772,0.9957797484805258,0.12549385611458538
19,0.8367885251511349,0.35722518870608083,0.9963500527531438,0.12044370953777483
20,0.8398326109273412,0.35290976931176654,0.9884798540021101,0.12867018642431044
21,0.8413297022926884,0.35057890184204105,0.9926715902781248,0.13897718605170445
22,0.8418287327478042,0.3495702492452421,0.9948957768816777,0.12688912569434654
23,0.8427555035930193,0.3474226140630576,0.9941828965600262,0.13341021381817625
24,0.8441242728413368,0.3464371319475666,0.9939262596595284,0.15060228863914535
