epoch,acc,loss,val_acc,val_loss
0,0.7751012318923235,0.4377538229566052,0.948815192905415,0.16508356426573517
1,0.7956969316756017,0.4090246551186679,0.9603068236904388,0.1362665154658316
2,0.8034247747233946,0.39668964801029644,0.9782143773550304,0.14978660254690707
3,0.8334877951408691,0.3625096775531034,0.9747925518111026,0.14994708259797299
4,0.843297308087145,0.3498071162203257,0.9890216430465654,0.12657339350266514
5,0.8473251967605795,0.34372491972420877,0.9775585274591109,0.13279060142661778
6,0.8475889700011406,0.3420199005606102,0.994239927001055,0.1040168935918224
7,0.8498773810881716,0.3370511522209602,0.9769026775631914,0.1268754420800563
8,0.8528287897798563,0.30670546417607814,0.9904188884770024,0.09591567067059167
9,0.8602786015740846,0.2914924640839492,0.9867404260172802,0.07806845629689907
10,0.8665378692825367,0.2825819238326875,0.9905899797389021,0.06943279074565469
11,0.8702378236568952,0.27679636971554433,0.996007870198751,0.08102243132701248
12,0.872383654613893,0.27357757531401367,0.9854287262254413,0.2906584464649454
13,0.862866430934185,0.2959291157427951,0.986198636972825,0.13909895459518837
14,0.8545326223337516,0.33362142633410047,0.9884228235610812,0.12302757478436091
15,0.8537127865860613,0.33308391694034317,0.986512304299055,0.13414286668539463
16,0.8564859701152048,0.32824581437253947,0.9823490832359063,0.13782235393828338
17,0.858211189688605,0.3118016362416305,0.9844592089879951,0.10588202734725514
18,0.8652190030797308,0.2847231234358697,0.9889075821798043,0.12264624528737494
19,0.8679066385308544,0.28077221598322777,0.9944395334911175,0.08565511405569966
20,0.8627594958366602,0.28926967881221355,0.9885083692149762,0.1310373031391352
21,0.8653900992357705,0.2841981790676837,0.9944680487039835,0.0919245549534017
22,0.8689046994410858,0.278327392570796,0.9905044341156006,0.07352065679890842
